NodeName,SecurityClass,Confidentiality,Integrity,Availability,ServicePackage,ArchitectyreType
Field,Class 5,Moderate,Moderate,High,Field Equipment Maintenance,Physical
Center Personnel,,,,,Field Equipment Maintenance,Physical
Field System Operator,,,,,Field Equipment Maintenance,Physical
Driver,,,,,Vehicle Maintenance,Physical
Vehicle,Class 3,Moderate,High,Moderate,Vehicle Maintenance,Physical
Enforcement Center,Class 2,Moderate,Moderate,Moderate,Vehicle Maintenance,Physical
Service Monitor System,Class 2,Moderate,Moderate,Moderate,Vehicle Maintenance,Physical
Basic Vehicle,,,,,Vehicle Maintenance,Physical
Vehicle Service Center,Class 3,Moderate,High,Moderate,Vehicle Maintenance,Physical
Maint and Constr Field Personnel,,,,,Personnel Device Maintenance,Physical
Center,Class 4,High,High,Moderate,Personnel Device Maintenance,Physical
Service Monitor System,Class 2,Moderate,Moderate,Moderate,Personnel Device Maintenance,Physical
Center Personnel,,,,,Personnel Device Maintenance,Physical
Personnel Device,Class 4,High,High,Moderate,Personnel Device Maintenance,Physical
Cooperative ITS Credentials Management System,Class 5,High,High,High,Device Certification and Enrollment,Physical
Credentials Management System Operator,,,,,Device Certification and Enrollment,Physical
Other Credentials Management Systems,Class 5,High,High,High,Device Certification and Enrollment,Physical
ITS Object,Class 5,High,High,High,Device Certification and Enrollment,Physical
Certification System,Class 5,High,High,High,Device Certification and Enrollment,Physical
Certification System Operator,,,,,Device Certification and Enrollment,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Parking Reservations,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,Parking Reservations,Physical
Traveler Support Equipment,Class 2,Moderate,Moderate,Moderate,Parking Reservations,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,Parking Reservations,Physical
Parking Manager,,,,,Parking Reservations,Physical
Light Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Parking Reservations,Physical
Personal Information Device,Class 4,High,High,Moderate,Stolen Vehicle Recovery,Physical
Emergency Vehicle OBE,Class 3,Moderate,High,Moderate,Stolen Vehicle Recovery,Physical
DMV,Class 4,High,High,Moderate,Stolen Vehicle Recovery,Physical
Emergency Management Center,Class 4,High,High,Moderate,Stolen Vehicle Recovery,Physical
Other Emergency Management Centers,Class 2,Moderate,Moderate,Moderate,Stolen Vehicle Recovery,Physical
Emergency System Operator,,,,,Stolen Vehicle Recovery,Physical
Traveler,,,,,Stolen Vehicle Recovery,Physical
Basic Vehicle,,,,,Stolen Vehicle Recovery,Physical
Light Vehicle OBE,Class 4,High,High,Moderate,Stolen Vehicle Recovery,Physical
Driver,,,,,Tunnel Management,Physical
Vehicle,Class 3,Low,High,Moderate,Tunnel Management,Physical
Traffic Management Center,Class 5,High,High,High,Tunnel Management,Physical
Maint and Constr Management Center,,,,,Tunnel Management,Physical
ITS Roadway Equipment,Class 5,High,High,High,Tunnel Management,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Tunnel Management,Physical
Traffic Operations Personnel,,,,,Tunnel Management,Physical
Other Traffic Management Centers,Class 1,Low,Moderate,Moderate,Tunnel Management,Physical
Other ITS Roadway Equipment,Class 4,High,High,Moderate,Tunnel Management,Physical
Vehicle Characteristics,,,,,Tunnel Management,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Commercial Vehicle Parking,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Commercial Vehicle Parking,Physical
Commercial Vehicle OBE,Class 4,High,High,Moderate,Commercial Vehicle Parking,Physical
Fleet and Freight Management Center,Class 4,High,High,Moderate,Commercial Vehicle Parking,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Commercial Vehicle Parking,Physical
Commercial Vehicle Driver,,,,,Commercial Vehicle Parking,Physical
Fleet-Freight Manager,,,,,Commercial Vehicle Parking,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,Commercial Vehicle Parking,Physical
Parking Area Equipment,Class 2,Moderate,Moderate,Moderate,Commercial Vehicle Parking,Physical
Parking Operator,,,,,Commercial Vehicle Parking,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,Commercial Vehicle Parking,Physical
Parking Manager,,,,,Commercial Vehicle Parking,Physical
Driver,,,,,Wrong Way Vehicle Detection and Warning,Physical
Vehicle,Class 3,Not Applicable,High,Moderate,Wrong Way Vehicle Detection and Warning,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Wrong Way Vehicle Detection and Warning,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Wrong Way Vehicle Detection and Warning,Physical
Connected Vehicle Roadside Equipment,Class 1,Not Applicable,Moderate,Moderate,Wrong Way Vehicle Detection and Warning,Physical
Traffic Operations Personnel,,,,,Wrong Way Vehicle Detection and Warning,Physical
Emergency Management Center,Class 1,Low,Low,Moderate,Wrong Way Vehicle Detection and Warning,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Wrong Way Vehicle Detection and Warning,Physical
Vehicle Characteristics,,,,,Wrong Way Vehicle Detection and Warning,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Signal Enforcement,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Signal Enforcement,Physical
Traffic Operations Personnel,,,,,Signal Enforcement,Physical
Enforcement Center,Class 2,Moderate,Moderate,Low,Signal Enforcement,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Signal Enforcement,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Roadway Micro-Prediction,Physical
Maint and Constr Management Center,Class 2,Moderate,Moderate,Moderate,Roadway Micro-Prediction,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Roadway Micro-Prediction,Physical
Traffic Operations Personnel,,,,,Roadway Micro-Prediction,Physical
Surface Transportation Weather Service,Class 2,Moderate,Moderate,Moderate,Roadway Micro-Prediction,Physical
Maint and Constr Center Personnel,,,,,Roadway Micro-Prediction,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,Roadway Micro-Prediction,Physical
Fleet and Freight Management Center,Class 2,Moderate,Moderate,Moderate,International Border Registration,Physical
Intermodal Customer System,Class 2,Moderate,Moderate,Moderate,International Border Registration,Physical
Freight Distribution and Logistics Center,Class 2,Moderate,Moderate,Moderate,International Border Registration,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,International Border Registration,Physical
Border Inspection Administration Center,Class 2,Moderate,Moderate,Moderate,International Border Registration,Physical
Commercial Vehicle Administration Center,Class 2,Moderate,Moderate,Moderate,International Border Registration,Physical
Other Border Inspection Administration Centers,Class 2,Moderate,Moderate,Moderate,International Border Registration,Physical
Border Inspection Administration Center,Class 4,High,High,Moderate,International Border Coordination,Physical
Border Inspection System,Class 4,High,High,Moderate,International Border Coordination,Physical
Other Border Inspection Administration Centers,Class 2,Moderate,Moderate,Moderate,International Border Coordination,Physical
Other Border Inspection Systems,Class 3,Moderate,High,Moderate,International Border Coordination,Physical
Vehicle,Class 1,Low,Low,Moderate,Asset Tracking,Physical
Maint and Constr Management Center,Class 3,Moderate,High,Moderate,Asset Tracking,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Asset Tracking,Physical
Transportation Information Center,Class 1,Low,Moderate,Moderate,Asset Tracking,Physical
Maint and Constr Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Asset Tracking,Physical
Maint and Constr Center Personnel,,,,,Asset Tracking,Physical
Maint and Constr Field Personnel,,,,,Asset Tracking,Physical
Asset Management System,Class 2,Moderate,Moderate,Moderate,Asset Tracking,Physical
Field,Class 1,Low,Moderate,Moderate,Asset Tracking,Physical
Maint and Constr Vehicle Operator,,,,,Asset Tracking,Physical
Personnel Device,Class 2,Moderate,Moderate,Moderate,Asset Tracking,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Maintenance and Construction Signal Priority,Physical
Maint and Constr Management Center,Class 2,Moderate,Moderate,Moderate,Maintenance and Construction Signal Priority,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Maintenance and Construction Signal Priority,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Maintenance and Construction Signal Priority,Physical
Transportation Information Center,Class 1,Not Applicable,Low,Moderate,Maintenance and Construction Signal Priority,Physical
Maint and Constr Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Maintenance and Construction Signal Priority,Physical
Maint and Constr Center Personnel,,,,,Maintenance and Construction Signal Priority,Physical
Maint and Constr Vehicle Operator,,,,,Maintenance and Construction Signal Priority,Physical
Center,Class 2,Moderate,Moderate,Moderate,Remote Access,Physical
Center Personnel,,,,,Remote Access,Physical
Remote Access Device,Class 2,Moderate,Moderate,Moderate,Remote Access,Physical
Traffic Management Center,Class 4,High,High,Moderate,Traffic Data Mart,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Low,Traffic Data Mart,Physical
Connected Vehicle Roadside Equipment,Class 1,Low,Moderate,Low,Traffic Data Mart,Physical
Transportation Information Center,Class 4,High,High,Moderate,Traffic Data Mart,Physical
Archived Data System,Class 5,High,High,High,Traffic Data Mart,Physical
Archived Data User System,Class 4,High,High,Low,Traffic Data Mart,Physical
Other Archived Data Systems,Class 5,Moderate,High,High,Traffic Data Mart,Physical
Archived Data Administrator,,,,,Traffic Data Mart,Physical
Transit Management Center,Class 4,High,High,Moderate,Public Transportation Data Mart,Physical
Alternate Mode Transportation Center,Class 4,High,High,Moderate,Public Transportation Data Mart,Physical
Archived Data System,Class 5,High,High,High,Public Transportation Data Mart,Physical
Payment Administration Center,Class 4,High,High,Moderate,Public Transportation Data Mart,Physical
Archived Data User System,Class 4,High,High,Low,Public Transportation Data Mart,Physical
Other Archived Data Systems,Class 5,Moderate,High,High,Public Transportation Data Mart,Physical
Archived Data Administrator,,,,,Public Transportation Data Mart,Physical
Traffic Management Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Maint and Constr Management Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Low,Comprehensive Transportation Data Warehouse,Physical
Connected Vehicle Roadside Equipment,Class 1,Low,Moderate,Low,Comprehensive Transportation Data Warehouse,Physical
Intermodal Terminal,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Transportation Information Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Transit Management Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Alternate Mode Transportation Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Emissions Management Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Weather Service System,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Surface Transportation Weather Service,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Archived Data System,Class 5,High,High,High,Comprehensive Transportation Data Warehouse,Physical
Payment Administration Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Emergency Management Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Border Inspection Administration Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Commercial Vehicle Administration Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Archived Data User System,Class 4,High,High,Low,Comprehensive Transportation Data Warehouse,Physical
Other Archived Data Systems,Class 5,Moderate,High,High,Comprehensive Transportation Data Warehouse,Physical
Archived Data Administrator,,,,,Comprehensive Transportation Data Warehouse,Physical
Other Data Sources,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Asset Management System,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Parking Management Center,Class 4,High,High,Moderate,Comprehensive Transportation Data Warehouse,Physical
Archived Data System,Class 5,High,High,High,Distributed Data Warehouse,Physical
Archived Data User System,Class 4,High,High,Low,Distributed Data Warehouse,Physical
Other Archived Data Systems,Class 5,Moderate,High,High,Distributed Data Warehouse,Physical
Archived Data Administrator,,,,,Distributed Data Warehouse,Physical
Archived Data System,Class 5,High,High,High,Automated Traffic Signal Performance Measures (ATSPM),Physical
Government Reporting Systems,Class 3,Low,High,Low,Automated Traffic Signal Performance Measures (ATSPM),Physical
Archived Data User System,Class 4,High,High,Moderate,Automated Traffic Signal Performance Measures (ATSPM),Physical
Other Archived Data Systems,Class 5,Moderate,High,High,Automated Traffic Signal Performance Measures (ATSPM),Physical
Archived Data Administrator,,,,,Automated Traffic Signal Performance Measures (ATSPM),Physical
